Date_IV	Tcham_IV	Port#	Exp_Flux	DOY_IV	
2018-08-27 06:46:49	14.69	3	4.120000	239.28251	
2018-08-27 06:50:52	14.72	4	2.600000	239.28532	
2018-08-27 06:54:54	14.92	5	1.750000	239.28813	
2018-08-27 06:58:57	15.06	6	3.930000	239.29094	
2018-08-27 07:03:00	15.68	7	2.030000	239.29375	
2018-08-27 07:07:03	15.41	8	3.900000	239.29656	
2018-08-27 07:11:08	15.29	1	0.790000	239.29940	
2018-08-27 07:15:09	15.35	2	4.530000	239.30219	
2018-08-27 07:19:12	15.6	3	3.880000	239.30500	
2018-08-27 07:23:15	15.68	4	2.710000	239.30781	
2018-08-27 07:27:17	15.72	5	1.780000	239.31061	
2018-08-27 07:31:20	16	6	4.000000	239.31343	
2018-08-27 07:35:23	17.15	7	1.920000	239.31624	
2018-08-27 07:39:26	16.5	8	3.990000	239.31905	
2018-08-27 07:43:31	15.95	1	1.010000	239.32189	
2018-08-27 07:47:32	16.27	2	3.970000	239.32468	
2018-08-27 07:51:35	16.15	3	3.610000	239.32749	
2018-08-27 07:55:37	16.3	4	2.430000	239.33029	
2018-08-27 07:59:39	16.44	5	2.020000	239.33309	
2018-08-27 08:03:42	16.3	6	3.840000	239.33590	
2018-08-27 08:07:45	17.41	7	1.880000	239.33872	
2018-08-27 08:11:48	17.59	8	3.850000	239.34153	
2018-08-27 08:15:53	16.68	1	0.600000	239.34436	
2018-08-27 08:19:54	17.63	2	4.450000	239.34715	
2018-08-27 08:23:57	17.18	3	3.700000	239.34997	
2018-08-27 08:28:00	17.46	4	2.760000	239.35278	
2018-08-27 08:32:03	17.81	5	1.560000	239.35559	
2018-08-27 08:36:05	17.53	6	3.520000	239.35839	
2018-08-27 08:40:08	18.64	7	1.860000	239.36120	
2018-08-27 08:44:11	19.2	8	4.110000	239.36402	
2018-08-27 08:48:16	18.09	1	0.760000	239.36685	
2018-08-27 08:52:17	20.18	2	3.790000	239.36964	
2018-08-27 08:56:20	19.19	3	3.170000	239.37245	
2018-08-27 09:00:23	20.98	4	2.990000	239.37527	
2018-08-27 09:04:25	19.65	5	1.610000	239.37807	
		6			
