Date_IV	Tcham_IV	Port#	Exp_Flux	DOY_IV	
2018-08-20 23:34:53	30.51	1	-0.060000	232.98256	
2018-08-20 23:38:52	30.5573	2		232.984	
2018-08-20 23:42:54	30.06	3	-0.190000	232.98812	
2018-08-20 23:46:56	29.84	4	-0.080000	232.99093	
2018-08-20 23:50:58	29.97	5	-0.180000	232.99373	
2018-08-20 23:54:59	29.99	6	-0.090000	232.99652	
2018-08-20 23:59:02	29.61	7	-0.780000	232.99933	
2018-08-21 00:03:03	29.58	8	-0.140000	233.00212	
2018-08-21 00:07:07	29.71	1	-0.020000	233.00494	
2018-08-21 00:11:07	29.87	2	0.110000	233.00772	
2018-08-21 00:15:07	29.34	3	-0.070000	233.01050	
2018-08-21 00:19:06	29.45	4	0.010000	233.01326	
2018-08-21 00:23:06	29.32	5	0.000000	233.01604	
2018-08-21 00:27:07	29.31	6	0.040000	233.01883	
2018-08-21 00:31:08	29.53	7	0.030000	233.02162	
2018-08-21 00:35:07	29.36	8	-0.050000	233.02439	
2018-08-21 00:39:09	29.69	1	-0.010000	233.02719	
2018-08-21 00:43:09	29.94	2	0.340000	233.02997	
2018-08-21 00:47:11	29.31	3	-0.020000	233.03277	
2018-08-21 00:51:12	29.27	4	0.010000	233.03556	
2018-08-21 00:55:11	29.21	5	-0.030000	233.03832	
2018-08-21 00:59:13	29.42	6	0.010000	233.04112	
2018-08-21 01:03:14	29.23	7	0.040000	233.04391	
2018-08-21 01:07:15	29.46	8	-0.050000	233.04670	
2018-08-21 01:11:17	29.33	1	0.100000	233.04950	
2018-08-21 01:15:17	29.19	2	0.050000	233.05228	
2018-08-21 01:19:17	28.95	3	-0.010000	233.05506	
2018-08-21 01:23:17	29.17	4	0.010000	233.05784	
2018-08-21 01:27:17	29.13	5	-0.010000	233.06061	
2018-08-21 01:31:18	29.05	6	0.000000	233.06340	
2018-08-21 01:35:18	28.96	7	0.000000	233.06618	
2018-08-21 01:39:19	28.96	8	-0.050000	233.06897	
2018-08-21 01:43:23	28.9	1	0.000000	233.07179	
2018-08-21 01:47:23	28.73	2	0.060000	233.07457	
2018-08-21 01:51:23	28.34	3	-0.010000	233.07735	
2018-08-21 01:55:24	28.53	4	0.010000	233.08014	
2018-08-21 01:59:23	28.62	5	0.110000	233.08291	
2018-08-21 02:03:25	28.2	6	0.100000	233.08571	
2018-08-21 02:07:26	27.94	7	0.030000	233.08850	
2018-08-21 02:11:26	27.74	8	-0.050000	233.09127	
2018-08-21 02:15:28	27.81	1	-0.010000	233.09407	
2018-08-21 02:19:29	27.94	2	0.020000	233.09686	
2018-08-21 02:23:29	27.64	3	-0.230000	233.09964	
2018-08-21 02:27:31	27.38	4	0.000000	233.10244	
2018-08-21 02:31:30	27.38	5	-0.020000	233.10521	
2018-08-21 02:35:32	27.66	6	0.010000	233.10801	
2018-08-21 02:39:33	27.73	7	-0.020000	233.11080	
2018-08-21 02:43:32	28.07	8	-0.060000	233.11356	
2018-08-21 02:47:36	27.59	1	0.030000	233.11639	
2018-08-21 02:51:35	27.73	2	0.040000	233.11916	
2018-08-21 02:55:36	27.07	3	-0.040000	233.12194	
2018-08-21 02:59:36	27.04	4	0.060000	233.12472	
2018-08-21 03:03:35	26.95	5	0.010000	233.12749	
2018-08-21 03:07:36	26.9636	6		233.129	
2018-08-21 03:11:38	26.74	7	0.080000	233.13308	
2018-08-21 03:15:37	26.52	8	-0.160000	233.13584	
2018-08-21 03:19:40	26.23	1	-0.010000	233.13866	
2018-08-21 03:23:41	26.98	2	0.170000	233.14145	
2018-08-21 03:27:41	26.59	3	-0.080000	233.14422	
2018-08-21 03:31:40	26.41	4	0.010000	233.14699	
2018-08-21 03:35:42	26.63	5	-0.050000	233.14979	
2018-08-21 03:39:46	26.39	6	0.010000	233.15262	
2018-08-21 03:43:46	26.42	7	0.040000	233.15539	
2018-08-21 03:47:46	26.43	8		233.157	
2018-08-21 03:51:50	26.99	1	-0.140000	233.16100	
2018-08-21 03:55:49	27.01	2	0.060000	233.16376	
2018-08-21 03:59:49	26.98	3	-0.200000	233.16654	
2018-08-21 04:03:49	26.54	4	-0.010000	233.16932	
2018-08-21 04:07:50	26.75	5	0.160000	233.17211	
2018-08-21 04:11:51	26.37	6	-0.110000	233.17490	
2018-08-21 04:15:55	26.92	7	-0.070000	233.17772	
2018-08-21 04:19:55	27.04	8	-0.050000	233.18050	
2018-08-21 04:23:58	26.6	1	0.020000	233.18331	
2018-08-21 04:27:59	26.87	2	0.000000	233.18610	
2018-08-21 04:32:00	26.83	3	-0.060000	233.18889	
2018-08-21 04:36:00	26.33	4	-0.010000	233.19167	
2018-08-21 04:40:01	26.71	5	-0.010000	233.19446	
2018-08-21 04:44:03	26.46	6	0.010000	233.19726	
2018-08-21 04:48:03	26.68	7	0.020000	233.20003	
2018-08-21 04:52:04	26.93	8	-0.050000	233.20282	
2018-08-21 04:56:06	27.58	1	0.010000	233.20562	
2018-08-21 05:00:05	27.62	2	0.130000	233.20839	
2018-08-21 05:04:06	26.92	3	0.020000	233.21118	
2018-08-21 05:08:07	27.1	4	0.000000	233.21397	
2018-08-21 05:12:07	27.3	5	0.040000	233.21675	
2018-08-21 05:16:09	27.22	6	0.010000	233.21955	
2018-08-21 05:20:12	26.78	7	0.010000	233.22236	
2018-08-21 05:24:13	26.6	8	-0.050000	233.22515	
2018-08-21 05:28:16	26.41	1	0.000000	233.22796	
2018-08-21 05:32:16	26.67	2	0.000000	233.23074	
2018-08-21 05:36:17	26.42	3	-0.030000	233.23353	
2018-08-21 05:40:18	26.1	4	0.010000	233.23632	
2018-08-21 05:44:18	26.1	5	0.000000	233.23910	
2018-08-21 05:48:19	25.97	6	0.010000	233.24189	
2018-08-21 05:52:21	25.9	7	-0.010000	233.24469	
2018-08-21 05:56:21	25.72	8	-0.050000	233.24747	
2018-08-21 06:00:23	25.94	1	0.020000	233.25027	
2018-08-21 06:04:22	26.46	2	0.140000	233.25303	
2018-08-21 06:08:23	26.28	3	-0.040000	233.25582	
2018-08-21 06:12:23	25.72	4	0.030000	233.25860	
2018-08-21 06:16:22	25.82	5	-0.010000	233.26137	
2018-08-21 06:20:23	26.05	6	0.020000	233.26416	
2018-08-21 06:24:23	25.95	7	0.020000	233.26693	
2018-08-21 06:28:23	26.61	8	-0.060000	233.26971	
2018-08-21 06:32:25	26.64	1	0.020000	233.27251	
2018-08-21 06:36:25	26.77	2	0.210000	233.27529	
2018-08-21 06:40:25	26.78	3	-0.020000	233.27807	
2018-08-21 06:44:25	27.14	4	0.080000	233.28084	
2018-08-21 06:48:24	27.5	5	-0.010000	233.28361	
2018-08-21 06:52:25	27.7	6	0.030000	233.28640	
2018-08-21 06:56:26	27.53	7	0.000000	233.28919	
2018-08-21 07:00:25	27.69	8	-0.010000	233.29196	
2018-08-21 07:04:26	27.69	1	0.150000	233.29475	
2018-08-21 07:08:26	27.84	2	0.030000	233.29752	
2018-08-21 07:12:28	27.55	3	-0.010000	233.30032	
2018-08-21 07:16:29	27.86	4	0.040000	233.30311	
2018-08-21 07:20:28	28.03	5	0.000000	233.30588	
2018-08-21 07:24:30	28.01	6	0.030000	233.30868	
2018-08-21 07:28:33	28.07	7	0.080000	233.31149	
2018-08-21 07:32:32	28.55	8	0.100000	233.31426	
2018-08-21 07:36:34	28.13	1	-0.130000	233.31706	
2018-08-21 07:40:36	28.81	2	1.150000	233.31986	
2018-08-21 07:44:36	28.38	3	-4.560000	233.32264	
2018-08-21 07:48:35	28.57	4	0.010000	233.32541	
2018-08-21 07:52:36	28.87	5	0.050000	233.32819	
2018-08-21 07:56:37	29.25	6	-0.010000	233.33098	
2018-08-21 08:00:38	30	7	0.030000	233.33377	
2018-08-21 08:04:37	32.31	8	0.030000	233.33654	
2018-08-21 08:08:40	32.77	1	0.010000	233.33935	
2018-08-21 08:12:42	33.92	2	0.790000	233.34215	
2018-08-21 08:16:42	33.39	3	-3.460000	233.34493	
2018-08-21 08:20:41	32.8	4	0.020000	233.34770	
2018-08-21 08:24:41	31.83	5	0.030000	233.35047	
2018-08-21 08:28:44	33.71	6	0.080000	233.35329	
2018-08-21 08:32:44	31.98	7	0.000000	233.35606	
2018-08-21 08:36:46	33.82	8	0.080000	233.35887	
2018-08-21 08:56:11	34.69	1	3.340000	233.37235	
2018-08-21 09:00:13	35.37	2	3.830000	233.37515	
2018-08-21 09:04:16	37.38	3	7.830000	233.37796	
2018-08-21 09:08:18	35	4	4.300000	233.38076	
2018-08-21 09:12:19	33.47	5	8.290000	233.38355	
2018-08-21 09:16:22	35.26	6	19.780001	233.38637	
2018-08-21 09:20:25	34.3927	7		233.388	
2018-08-21 09:24:26	37.81	8	9.410000	233.39197	
2018-08-21 09:28:30	38.25	1	2.150000	233.39479	
2018-08-21 09:32:30	40.14	2	3.680000	233.39757	
2018-08-21 09:36:33	37.17	3	9.360000	233.40038	
2018-08-21 09:40:35	34.59	4	5.460000	233.40318	
2018-08-21 09:44:36	34.49	5	8.380000	233.40597	
2018-08-21 09:48:39	37	6	17.549999	233.40878	
2018-08-21 09:52:41	36.53	7	3.400000	233.41159	
2018-08-21 09:56:41	39.4	8	15.900000	233.41436	
2018-08-21 10:00:45	40.04	1	3.320000	233.41719	
2018-08-21 10:04:45	38.84	2	3.110000	233.41997	
2018-08-21 10:08:47	37.5	3	9.710000	233.42277	
2018-08-21 10:12:49	37.64	4	5.380000	233.42557	
2018-08-21 10:16:49	36.64	5	7.590000	233.42834	
2018-08-21 10:20:52	38.01	6	13.520000	233.43116	
2018-08-21 10:24:55	37.42	7	3.330000	233.43397	
2018-08-21 10:28:55	38.06	8	15.670000	233.43675	
2018-08-21 10:32:59	39.64	1	3.380000	233.43957	
2018-08-21 10:36:59	40.07	2	3.110000	233.44235	
2018-08-21 10:41:00	41.76	3	9.540000	233.44514	
2018-08-21 10:45:02	42.21	4	5.530000	233.44794	
2018-08-21 10:49:04	39.79	5	6.260000	233.45074	
2018-08-21 10:53:07	39.45	6	13.110000	233.45355	
2018-08-21 10:57:10	38.06	7	2.630000	233.45637	
2018-08-21 11:01:10	43.09	8	13.600000	233.45914	
2018-08-21 11:05:14	43.08	1	3.760000	233.46197	
2018-08-21 11:09:14	43.03	2	2.910000	233.46475	
2018-08-21 11:13:16	40.03	3	8.490000	233.46755	
2018-08-21 11:17:18	38.92	4	4.650000	233.47035	
2018-08-21 11:21:21	38.75	5	5.600000	233.47316	
2018-08-21 11:25:24	39.27	6	11.990000	233.47597	
2018-08-21 11:29:27	39.03	7	2.590000	233.47878	
2018-08-21 11:33:27	41.41	8	13.040000	233.48156	
2018-08-21 11:37:31	42.35	1	1.820000	233.48439	
2018-08-21 11:41:31	46.39	2	2.880000	233.48716	
2018-08-21 11:45:35	42.94	3	7.790000	233.48999	
2018-08-21 11:49:38	40.3	4	4.830000	233.49280	
2018-08-21 11:53:39	39.51	5	4.850000	233.49559	
2018-08-21 11:57:41	39.68	6	11.580000	233.49839	
2018-08-21 12:01:43	40.18	7	1.090000	233.50119	
2018-08-21 12:05:44	40.99	8	10.890000	233.50398	
2018-08-21 12:09:49	42.18	1	2.010000	233.50682	
2018-08-21 12:13:49	43.1	2	2.380000	233.50959	
2018-08-21 12:17:49	44.92	3	7.660000	233.51237	
2018-08-21 12:21:51	43.89	4	4.920000	233.51517	
2018-08-21 12:25:52	43.24	5	4.780000	233.51796	
2018-08-21 12:29:53	44.51	6	10.760000	233.52075	
2018-08-21 12:33:56	42.5	7	2.120000	233.52356	
2018-08-21 12:37:57	41.58	8	10.070000	233.52635	
2018-08-21 12:42:02	42.34	1	2.540000	233.52919	
2018-08-21 12:46:02	43.2	2	2.240000	233.53197	
2018-08-21 12:50:05	42.82	3	7.210000	233.53478	
2018-08-21 12:54:08	45.6	4	4.480000	233.53759	
2018-08-21 12:58:09	45.79	5	4.860000	233.54038	
2018-08-21 13:02:12	46.75	6	9.940000	233.54319	
2018-08-21 13:06:15	43.47	7	2.150000	233.54601	
2018-08-21 13:10:15	41.24	8	9.100000	233.54878	
2018-08-21 13:14:19	43.16	1	1.430000	233.55161	
2018-08-21 13:18:19	43.65	2	1.760000	233.55439	
2018-08-21 13:22:22	43.01	3	6.740000	233.55720	
2018-08-21 13:26:24	46.53	4	3.940000	233.56000	
2018-08-21 13:30:25	46.45	5	4.870000	233.56279	
2018-08-21 13:34:29	43.72	6	9.470000	233.56561	
2018-08-21 13:38:32	45.44	7	1.870000	233.56843	
2018-08-21 13:42:34	41.73	8	8.280000	233.57123	
2018-08-21 13:46:38	43.52	1	1.710000	233.57405	
2018-08-21 13:50:38	43.17	2	1.670000	233.57683	
2018-08-21 13:54:39	43.97	3	5.890000	233.57962	
2018-08-21 13:58:42	46.26	4	3.460000	233.58243	
2018-08-21 14:02:43	47.93	5	4.500000	233.58522	
2018-08-21 14:06:46	47.5	6	8.810000	233.58803	
2018-08-21 14:10:49	48.81	7	1.190000	233.59084	
2018-08-21 14:14:50	41.4	8	7.400000	233.59363	
2018-08-21 14:18:54	42.29	1	1.980000	233.59646	
2018-08-21 14:22:54	43.65	2	1.480000	233.59924	
2018-08-21 14:26:56	44.97	3	5.460000	233.60204	
2018-08-21 14:30:58	49.9	4	2.820000	233.60484	
2018-08-21 14:34:58	48.83	5	3.770000	233.60762	
2018-08-21 14:39:00	43.13	6	8.140000	233.61042	
2018-08-21 14:43:03	45	7	0.800000	233.61323	
2018-08-21 14:47:04	40.67	8	6.830000	233.61602	
2018-08-21 14:51:09	42.13	1	1.440000	233.61885	
2018-08-21 14:55:10	42.39	2	1.210000	233.62164	
2018-08-21 14:59:12	43.73	3	4.560000	233.62444	
2018-08-21 15:03:14	46.34	4	2.560000	233.62725	
2018-08-21 15:07:15	46.47	5	3.200000	233.63003	
2018-08-21 15:11:18	46.28	6	8.430000	233.63285	
2018-08-21 15:15:21	46.35	7	1.910000	233.63566	
2018-08-21 15:19:22	39.25	8	6.030000	233.63845	
2018-08-21 15:23:26	39.38	1	0.910000	233.64127	
2018-08-21 15:27:26	40.34	2	1.000000	233.64405	
2018-08-21 15:31:29	41.07	3	3.940000	233.64686	
2018-08-21 15:35:31	41.46	4	2.180000	233.64966	
2018-08-21 15:39:32	42.8	5	2.660000	233.65245	
2018-08-21 15:43:35	47.54	6	7.440000	233.65527	
2018-08-21 15:47:38	44.76	7	0.550000	233.65808	
2018-08-21 15:51:39	39.92	8	5.690000	233.66087	
2018-08-21 15:55:43	41.68	1	0.780000	233.66369	
2018-08-21 15:59:43	42.09	2	0.840000	233.66647	
2018-08-21 16:03:44	42.23	3	3.440000	233.66926	
2018-08-21 16:07:47	46.04	4	2.030000	233.67207	
2018-08-21 16:11:49	45.51	5	2.150000	233.67487	
2018-08-21 16:15:50	45.65	6	7.060000	233.67766	
2018-08-21 16:19:53	43.61	7	1.250000	233.68047	
2018-08-21 16:23:54	40.21	8	5.070000	233.68326	
2018-08-21 16:27:58	41.89	1	0.720000	233.68609	
2018-08-21 16:31:58	42.23	2	1.080000	233.68887	
2018-08-21 16:35:58	42.55	3	3.000000	233.69164	
2018-08-21 16:40:00	42.69	4	1.800000	233.69444	
2018-08-21 16:44:02	44.27	5	1.980000	233.69725	
2018-08-21 16:48:03	47.29	6	6.560000	233.70003	
2018-08-21 16:52:06	47.29	7	1.200000	233.70285	
2018-08-21 16:56:07	39.83	8	4.950000	233.70564	
2018-08-21 17:00:11	41.25	1	0.580000	233.70846	
2018-08-21 17:04:11	41.24	2	0.770000	233.71124	
2018-08-21 17:08:13	42.57	3	2.730000	233.71404	
2018-08-21 17:12:16	46.51	4	1.800000	233.71685	
2018-08-21 17:16:18	44.94	5	1.610000	233.71965	
2018-08-21 17:20:20	43.41	6	6.040000	233.72245	
2018-08-21 17:24:23	46.22	7	1.140000	233.72527	
2018-08-21 17:28:24	39.93	8	4.640000	233.72806	
2018-08-21 17:32:28	40.69	1	1.420000	233.73088	
2018-08-21 17:36:28	40.42	2	0.610000	233.73366	
2018-08-21 17:40:29	41.61	3	2.600000	233.73645	
2018-08-21 17:44:31	44.76	4	1.790000	233.73925	
2018-08-21 17:48:33	43.43	5	1.680000	233.74205	
2018-08-21 17:52:35	40.28	6	5.770000	233.74485	
2018-08-21 17:56:38	42.94	7	1.020000	233.74766	
2018-08-21 18:00:38	39.18	8	4.280000	233.75044	
2018-08-21 18:04:42	39.27	1	0.940000	233.75326	
2018-08-21 18:08:42	39.4	2	0.720000	233.75604	
2018-08-21 18:12:45	41.17	3	2.300000	233.75885	
2018-08-21 18:16:47	42.78	4	1.690000	233.76166	
2018-08-21 18:20:50	41.8	5	1.570000	233.76447	
2018-08-21 18:24:52	41.06	6	5.770000	233.76727	
2018-08-21 18:28:55	42.06	7	0.990000	233.77008	
2018-08-21 18:32:55	38.08	8	4.100000	233.77286	
2018-08-21 18:36:59	38.13	1	0.580000	233.77568	
2018-08-21 18:40:59	38.35	2	0.730000	233.77846	
2018-08-21 18:45:01	38.47	3	2.270000	233.78126	
2018-08-21 18:49:04	38.93	4	1.460000	233.78407	
2018-08-21 18:53:06	39.57	5	1.410000	233.78688	
2018-08-21 18:57:07	39.04	6	5.720000	233.78966	
2018-08-21 19:01:10	39.09	7	0.950000	233.79248	
2018-08-21 19:05:10	37.08	8	4.230000	233.79525	
2018-08-21 19:09:14	37.17	1	1.030000	233.79808	
2018-08-21 19:13:14	37.03	2	0.630000	233.80086	
2018-08-21 19:17:15	36.73	3	2.070000	233.80365	
2018-08-21 19:21:16	37.05	4	1.370000	233.80644	
2018-08-21 19:25:16	36.99	5	1.350000	233.80921	
2018-08-21 19:29:19	36.4	6	4.830000	233.81203	
2018-08-21 19:33:19	36.83	7	0.920000	233.81480	
2018-08-21 19:37:19	36.17	8	3.980000	233.81758	
2018-08-21 19:41:23	36.11	1	0.340000	233.82041	
2018-08-21 19:45:23	36.1	2	0.760000	233.82318	
2018-08-21 19:49:25	35.97	3	2.000000	233.82598	
2018-08-21 19:53:27	36.2	4	1.400000	233.82878	
2018-08-21 19:57:30	36.13	5	1.400000	233.83160	
2018-08-21 20:01:33	35.75	6	5.380000	233.83441	
2018-08-21 20:05:36	36.05	7	0.860000	233.83722	
2018-08-21 20:09:36	35.82	8	3.750000	233.84000	
2018-08-21 20:13:40	36.01	1	0.470000	233.84282	
2018-08-21 20:17:40	36.04	2	0.790000	233.84560	
2018-08-21 20:21:43	35.52	3	1.800000	233.84841	
2018-08-21 20:25:45	35.39	4	1.360000	233.85122	
2018-08-21 20:29:46	35.42	5	1.240000	233.85400	
2018-08-21 20:33:47	34.93	6	4.860000	233.85679	
2018-08-21 20:37:50	35.47	7	0.710000	233.85961	
2018-08-21 20:41:52	35.44	8	3.480000	233.86241	
2018-08-21 20:45:56	35.14	1	0.800000	233.86523	
2018-08-21 20:49:56	35.49	2	0.740000	233.86801	
2018-08-21 20:53:59	35.29	3	1.660000	233.87082	
2018-08-21 20:58:01	35.13	4	1.300000	233.87362	
2018-08-21 21:02:03	34.98	5	1.330000	233.87642	
2018-08-21 21:06:06	34.56	6	4.370000	233.87924	
2018-08-21 21:10:09	34.75	7	0.620000	233.88205	
2018-08-21 21:14:13	34.4	8	3.290000	233.88487	
2018-08-21 21:18:17	34.23	1	0.770000	233.88770	
2018-08-21 21:22:17	34.45	2	0.750000	233.89047	
2018-08-21 21:26:18	34.06	3	1.760000	233.89326	
2018-08-21 21:30:21	34.31	4	1.280000	233.89608	
2018-08-21 21:34:23	34.22	5	1.060000	233.89888	
2018-08-21 21:38:24	34.03	6	4.140000	233.90167	
2018-08-21 21:42:27	33.92	7	0.690000	233.90448	
2018-08-21 21:46:30	33.38	8	3.360000	233.90729	
2018-08-21 21:50:35	33.27	1	0.840000	233.91013	
2018-08-21 21:54:35	33.3	2	0.750000	233.91291	
2018-08-21 21:58:38	33.11	3	1.600000	233.91572	
2018-08-21 22:02:40	33.07	4	1.190000	233.91852	
2018-08-21 22:06:43	33.1	5	1.010000	233.92133	
2018-08-21 22:10:46	33.01	6	4.190000	233.92414	
2018-08-21 22:14:49	33.11	7	0.660000	233.92696	
2018-08-21 22:18:49	32.73	8	3.140000	233.92973	
2018-08-21 22:22:54	32.67	1	0.800000	233.93257	
2018-08-21 22:26:54	32.75	2	0.730000	233.93535	
2018-08-21 22:30:57	32.71	3	1.570000	233.93816	
2018-08-21 22:35:00	32.86	4	1.210000	233.94097	
2018-08-21 22:39:02	33	5	0.940000	233.94377	
2018-08-21 22:43:04	32.76	6	4.360000	233.94657	
2018-08-21 22:47:07	32.94	7	0.640000	233.94939	
2018-08-21 22:51:09	32.28	8	3.100000	233.95219	
2018-08-21 22:55:14	32.29	1	0.820000	233.95502	
2018-08-21 22:59:14	32.34	2	0.840000	233.95780	
2018-08-21 23:03:16	32.45	3	1.490000	233.96060	
2018-08-21 23:07:18	32.45	4	1.090000	233.96340	
2018-08-21 23:11:20	32.57	5	0.950000	233.96620	
2018-08-21 23:15:22	32.26	6	4.210000	233.96900	
2018-08-21 23:19:25	32.15	7	0.590000	233.97182	
2018-08-21 23:23:25	31.99	8	2.960000	233.97459	
2018-08-21 23:27:30	31.86	1	0.750000	233.97743	
2018-08-21 23:31:30	31.77	2	0.730000	233.98021	
2018-08-21 23:35:33	31.76	3	1.470000	233.98302	
2018-08-21 23:39:36	31.66	4	1.090000	233.98583	
2018-08-21 23:43:36	31.65	5	0.860000	233.98861	
2018-08-21 23:47:37	31.46	6	4.390000	233.99140	
2018-08-21 23:51:40	31.24	7	0.550000	233.99421	
2018-08-21 23:55:42	31.16	8	2.860000	233.99701	
2018-08-21 23:59:47	30.96	1	0.720000	233.99985	
2018-08-22 00:03:47	30.8	2	0.830000	234.00263	
2018-08-22 00:07:50	30.5	3	1.520000	234.00544	
2018-08-22 00:11:53	30.62	4	1.060000	234.00825	
2018-08-22 00:15:55	30.66	5	0.980000	234.01105	
2018-08-22 00:19:55	30.63	6	4.460000	234.01383	
2018-08-22 00:23:58	30.43	7	0.580000	234.01664	
2018-08-22 00:28:00	30.24	8	2.840000	234.01944	
2018-08-22 00:32:04	30.26	1	0.680000	234.02227	
2018-08-22 00:36:04	30.14	2	0.690000	234.02505	
2018-08-22 00:40:06	29.57	3	1.590000	234.02785	
2018-08-22 00:44:08	30	4	1.080000	234.03065	
2018-08-22 00:48:10	30.12	5	1.030000	234.03345	
2018-08-22 00:52:13	30.14	6	4.470000	234.03626	
2018-08-22 00:56:16	29.83	7	0.590000	234.03907	
2018-08-22 01:00:18	29.84	8	2.700000	234.04188	
2018-08-22 01:04:22	29.9	1	0.640000	234.04470	
2018-08-22 01:08:22	29.77	2	0.770000	234.04748	
2018-08-22 01:12:25	29.2	3	1.590000	234.05029	
2018-08-22 01:16:27	29.5	4	1.060000	234.05309	
2018-08-22 01:20:30	29.61	5	0.930000	234.05590	
2018-08-22 01:24:30	29.56	6	4.300000	234.05868	
2018-08-22 01:28:33	29.35	7	0.540000	234.06149	
2018-08-22 01:32:35	29.28	8	2.670000	234.06429	
2018-08-22 01:36:39	29.17	1	0.630000	234.06712	
2018-08-22 01:40:39	29.12	2	0.760000	234.06990	
2018-08-22 01:44:42	28.77	3	1.420000	234.07271	
2018-08-22 01:48:45	28.95	4	1.070000	234.07552	
2018-08-22 01:52:47	28.78	5	1.000000	234.07832	
2018-08-22 01:56:50	28.44	6	4.490000	234.08113	
2018-08-22 02:00:53	28.51	7	0.550000	234.08395	
2018-08-22 02:04:54	28.53	8	2.620000	234.08674	
2018-08-22 02:08:58	28.56	1	0.630000	234.08956	
2018-08-22 02:13:00	28.98	2	0.650000	234.09236	
2018-08-22 02:17:01	28.42	3	1.460000	234.09515	
2018-08-22 02:21:05	28.13	4	1.060000	234.09797	
2018-08-22 02:25:07	28.24	5	1.010000	234.10078	
2018-08-22 02:29:10	27.81	6	4.450000	234.10359	
2018-08-22 02:33:13	27.99	7	0.470000	234.10640	
2018-08-22 02:37:17	27.78	8	2.680000	234.10922	
2018-08-22 02:41:22	27.75	1	0.660000	234.11206	
2018-08-22 02:45:23	28.07	2	0.720000	234.11485	
2018-08-22 02:49:26	27.74	3	1.380000	234.11766	
2018-08-22 02:53:29	28.09	4	0.920000	234.12047	
2018-08-22 02:57:30	28.36	5	0.840000	234.12326	
2018-08-22 03:01:31	28.42	6	3.830000	234.12605	
2018-08-22 03:05:34	28.29	7	0.400000	234.12887	
2018-08-22 03:09:38	28.08	8	2.450000	234.13169	
2018-08-22 03:13:43	28.06	1	0.550000	234.13453	
2018-08-22 03:17:43	27.9	2	0.650000	234.13730	
2018-08-22 03:21:45	27.54	3	1.320000	234.14010	
2018-08-22 03:25:48	27.89	4	0.880000	234.14292	
2018-08-22 03:29:50	28.01	5	0.790000	234.14572	
2018-08-22 03:33:52	28.03	6	3.710000	234.14852	
2018-08-22 03:37:55	27.89	7	0.440000	234.15133	
2018-08-22 03:41:56	27.96	8	2.360000	234.15412	
2018-08-22 03:46:01	27.71	1	0.570000	234.15696	
2018-08-22 03:50:02	27.7	2	0.700000	234.15975	
2018-08-22 03:54:05	27.07	3	1.230000	234.16256	
2018-08-22 03:58:08	27.55	4	0.940000	234.16537	
2018-08-22 04:02:10	27.82	5	0.810000	234.16817	
2018-08-22 04:06:12	27.2	6	4.010000	234.17097	
2018-08-22 04:10:15	27.04	7	0.430000	234.17378	
2018-08-22 04:14:16	26.97	8	2.340000	234.17657	
2018-08-22 04:18:21	26.85	1	0.430000	234.17941	
2018-08-22 04:22:21	26.94	2	0.610000	234.18219	
2018-08-22 04:26:22	27.06	3	1.260000	234.18498	
2018-08-22 04:30:25	26.44	4	0.840000	234.18779	
2018-08-22 04:34:28	26.47	5	0.830000	234.19060	
2018-08-22 04:38:29	26.38	6	4.100000	234.19339	
2018-08-22 04:42:32	26.41	7	0.360000	234.19620	
2018-08-22 04:46:36	26.33	8	2.270000	234.19903	
2018-08-22 04:50:40	26.52	1	0.430000	234.20185	
2018-08-22 04:54:40	26.7	2	0.540000	234.20463	
2018-08-22 04:58:43	26.3	3	1.280000	234.20744	
2018-08-22 05:02:46	25.89	4	0.850000	234.21025	
2018-08-22 05:06:48	25.87	5	0.850000	234.21306	
2018-08-22 05:10:50	25.63	6	3.910000	234.21586	
2018-08-22 05:14:53	26.09	7	0.370000	234.21867	
2018-08-22 05:18:56	25.88	8	2.200000	234.22148	
2018-08-22 05:23:01	25.84	1	0.540000	234.22432	
2018-08-22 05:27:01	26	2	0.580000	234.22709	
2018-08-22 05:31:03	25.96	3	1.260000	234.22990	
2018-08-22 05:35:06	25.78	4	0.860000	234.23271	
2018-08-22 05:39:08	25.74	5	0.860000	234.23551	
2018-08-22 05:43:12	25.52	6	3.750000	234.23833	
2018-08-22 05:47:15	25.5	7	0.370000	234.24115	
2018-08-22 05:51:18	25.37	8	2.090000	234.24396	
2018-08-22 05:55:23	25.6	1	0.340000	234.24679	
2018-08-22 05:59:24	25.8	2	0.440000	234.24958	
2018-08-22 06:03:26	25.5	3	1.120000	234.25238	
2018-08-22 06:07:28	25.59	4	0.970000	234.25519	
2018-08-22 06:11:30	25.77	5	0.740000	234.25799	
2018-08-22 06:15:31	25.3	6	3.860000	234.26078	
2018-08-22 06:19:34	25.37	7	0.330000	234.26359	
2018-08-22 06:23:37	25.46	8	1.970000	234.26640	
2018-08-22 06:27:41	25.78	1	0.470000	234.26922	
2018-08-22 06:31:41	25.89	2	0.560000	234.27200	
2018-08-22 06:35:41	25.81	3	1.150000	234.27478	
2018-08-22 06:39:44	25.5	4	0.780000	234.27759	
2018-08-22 06:43:46	25.67	5	0.880000	234.28039	
2018-08-22 06:47:49	25.73	6	3.730000	234.28321	
2018-08-22 06:51:52	25.88	7	0.380000	234.28602	
2018-08-22 06:55:56	25.84	8	2.090000	234.28884	
